prompt,gold,split
does neil degrasse tyson have a tv show,True,train
does the mississippi flow into the gulf of mexico,True,train
nilgiri himalyan and arabian are types of tahr,True,train
the third amendment protects citizens from having to quarter troops without consent,True,train
is hamilton nj the same as trenton nj,False,train
does each person win a car on family feud,False,train
is palma mallorca and palma majorca the same place,True,train
is the gulf of california the same as the sea of cortez,True,train
is there rice grown in the united states,True,train
is there such a thing as figgy pudding,True,train
is johnny mize in the hall of fame,True,train
can a person have both female and male parts,True,train
is the us virgin islands part of the usa,True,train
why does italy have both a prime minister and president,True,train
pir panjal is a part of trans himalaya,True,train
do chad and romania have the same flag,False,train
do you use your vocal cords to whisper,False,train
is ethyl alcohol the same as rubbing alcohol,True,train
is the blue ridge mountains part of the appalachians,True,train
do supreme court rulings apply to all states,True,train
can you define a median for an unordered categorical variable,False,train
do double barrelled names have to be hyphenated,False,train
are turkeys and peacocks in the same family,True,train
has anyone ever survived a commercial plane crash,True,train
do police cars automatically scan license plates uk,True,train
are there background checks for guns in america,True,train
is 5' utr present in mature mrna,True,train
is co clare in the republic of ireland,True,train
were the two oil crisis in the 1970s,True,train
is royal blue the same as navy blue,True,train
are garbanzo beans and chick peas the same,True,train
are flounders born with eyes on both sides,False,train
was the american president filmed in the white house,False,train
does emma in once upon a time find love,True,train
cells are the basic unit of life and in all organisms,True,train
does pete's dragon die in the movie,False,train
can i sue my insurance company for bad faith,True,train
is palestine a member state of the un,False,train
is there a new star trek series on tv,True,train
was charlie st cloud based on a true story,False,train
is there going to be a race 4,True,train
can i carry a handgun in my car in alabama,True,train
is there a clip at the end of inifinity war,True,train
is there a book 7 of the mortal instruments,False,train
is the virgin island part of the us,True,train
is there a taco bell in mexico city,False,train
is puget sound part of the pacific ocean,True,train
has california ever been hit by a hurricane,True,train
can you crossbreed a wolf with a dog,True,train
will there be a fourth series of the tunnel,False,train
can a dfa have more than one final state,True,train
is new zealand money the same as american money,False,train
is the ring finger vein connected to the heart,False,train
is mexico a part of the united states,False,train
is 2 for 1 same as half price,False,train
did han solo and princess leia get married,True,train
is my brothers wife my husbands sister in law,True,train
is super smash brothers ultimate a new game,True,train
is 44 special the same as 44 mag,False,train
is sidbi is a non banking financial institution,False,train
is love and other drugs a true story,True,train
is a defibrillator used to restart the heart,False,train
will there be a series 4 of the leftovers,False,train
can we sit in train with rac ticket,True,train
are nautical miles the same as air miles,False,train
is there extra time in scottish cup semi final,True,train
can pie charts be used for numerical data,True,train
are the twin towers taller than empire state building,True,train
does elmer's glue have horse in it,False,train
is it impossible for a girl to be colorblind,False,train
was tonight the last show of lethal weapon,False,train
are chipmunks and squirrels in the same family,True,train
did american pharoah race after he won the triple crown,True,train
are orca whales and killer whales the same thing,True,train
has there ever been martial law in the united states,True,train
does the british royal family have a yacht,False,train
can anything move faster than speed of light,False,train
can i travel to samoa with a criminal record,False,train
can they close the roof at wembley stadium,True,train
is 1 pound the same as 1 dollar,False,train
is china the third largest country in population,False,train
did robin marry matthew at the end of career of evil,True,train
is a star is born with lady gaga a remake,True,train
are keebler grasshoppers the same as thin mints,True,train
is it legal to fight in ice hockey,True,train
is non current assets the same as fixed assets,False,train
is there a lunar eclipse in july 2018,True,train
are the current members of pentatonix the original members,False,train
is freedom of speech a right in canada,True,train
he federal reserve board controls the amount of money available in the economy,True,train
does peyton have a miscarriage on one tree hill,False,train
is tandoori masala the same as garam masala,False,train
does a run in gin rummy have to be the same suit,True,train
is there a sequel to the last airbender,False,train
is walmart and sam's club the same,False,train
is wythenshawe the biggest council estate in europe,False,train
does injustice 2 take place in the alternate universe,True,train
have the yankees and mets played in the world series,True,train
is state center iowa the center of the state,True,train
is voltage the same in a series circuit,False,train
is the movie the way back a true story,True,train
will there be a season two of punisher,True,train
is there a season 8 of blue bloods,True,train
did jughead and betty date in the comics,False,train
is sea water and salt water the same thing,True,train
is the us treasury part of the federal reserve,False,train
was the us involved in the battle of berlin,True,train
is there a leader in a school of fish,True,train
did jack die in now you see me,True,train
is there a toll on the mackinac bridge,True,train
was brown eyed girl originally brown skinned girl,True,train
is the caribbean part of the atlantic ocean,True,train
is a field in one table whose values are required to match a primary key in another table,True,train
can we get indian citizenship for us born child,False,train
does the dog die in because of winn dixie,False,train
is the movie yellow brick road based on a true story,False,train
is married at first sight a legal marriage,False,train
is a banana part of the berry family,True,train
is todd bethany's dad in coronation street,False,train
is father's day always on the same day,True,train
is a cpk the same as a ck,True,train
are bb guns required to have an orange tip,False,train
is it illegal to own a gun in new york,False,train
do i have to put my name on the return address,False,train
is gram flour and chickpea flour the same,True,train
can you drink in a car in germany,True,train
is distilled vinegar the same as white vinegar for cooking,True,train
are cooking oil and vegetable oil the same,True,train
can you get a disease from eating human flesh,True,train
planetary orbits around stars in binary systems are always unstable,True,train
has there ever been a female governor of california,False,train
is cinderella man based on a true story,True,train
is an associates degree the same as a bachelor's degree,False,train
are there fixed costs in the long run,False,train
is resident evil 7 vr the full game,True,train
according to zoroastrianism one of the gods who presides over your judgement is sroasha,True,train
dense irregular connective tissue is found in the dermis of the skin,True,train
is fantastic four part of marvel cinematic universe,False,train
is it legal to drop a baby off at a fire station,True,train
is there a volcano in the mojave desert,True,train
is jarvis christian college a 4 year school,True,train
can the order of a reaction be negative,True,train
has anyone ever won 4 nba championships in a row,True,train
did trinidad and tobago qualify for the world cup 2018,True,train
is there caffeine in root beer barq's,True,train
is st croix in the us virgin islands,True,train
does ross and demelza stay together in the books,True,train
is see by chloe the same as chloe,True,train
is infinity war going to be 2 parts,True,train
did dorothy from wizard of oz have a last name,True,train
is the boy scouts a non profit organization,True,train
is percy jackson the only son of poseidon,False,train
can a visitor have a baby in the us,True,train
is world cup extra time a golden goal,False,train
is the avengers the same as avengers assemble,True,train
is giant man and ant man the same person,True,train
do we ever learn where fez is from,False,train
are michael and lincoln brothers in real life,False,train
the bill of sale is absolute proof of ownership,False,train
behind enemy lines was it based on a true story,True,train
are virginia and west virginia the same state,False,train
will there be another season of the irregular at magic high school,False,train
did the bubonic plague have much influence on the growth of the world population,True,train
was wizard of oz originally in black and white,False,train
can you sue the army corps of engineers,True,train
the irregular at magic high school are they really siblings,True,train
is lemon tonic the same as bitter lemon,False,train
do you have to touch the bases on a home run,True,train
is the book i am pilgrim a true story,False,train
was the song stand by me written for the movie,False,train
do all cats have the same blood type,False,train
is delhi and new delhi the same thing,False,train
does every state in india have a separate state emblem justify,True,train
does bobby get out of jail in soa,True,train
are there new episodes of law and order,False,train
is it legal to keep an eagle feather,True,train
does a female bald eagle have a white head,True,train
can you steal a base on a strikeout,True,train
does stella die in the one and only ivan,True,train
can us supreme court justice be removed from office,True,train
does the family die in a quiet place,False,train
is avatar the last airbender a disney movie,False,train
is there a train station in newark airport,True,train
is there a tube station at wembley stadium,False,train
is there a statute of limitations in the uk,True,train
has anything been to the bottom of the ocean,True,train
is there a season 7 of the originals,False,train
is there a tunnel between denmark and sweden,True,train
did the cleveland browns win any games last season,False,train
is the bicuspid valve the same as the mitral valve,True,train
are bank transit number and routing number the same,True,train
was the united states in world war 2,True,train
can you eat the stick in fun dip,True,train
is howard stark the father of tony stark,True,train
does lake tahoe freeze over in the winter,False,train
can your hair turn from blonde to brown,True,train
do pigeons have the same mate for life,True,train
do you get a bronze medal in the world cup,True,train
are brussels sprouts part of the cabbage family,True,train
is xbox one s backwards compatible with 360 games,True,train
did the first incredibles come out in theaters,True,train
has there ever been a tornado in connecticut,True,train
was season 14 the end of greys anatomy,False,train
can you play phase 10 with 8 players,False,train
was the king james bible the first english translation,False,train
is the movie spirit based on a true story,False,train
is a hippo part of the pig family,False,train
does the mississippi river flow north to south,True,train
is the song in the jungle in the lion king,True,train
is july the 7th month of the year,True,train
can you be sentenced to death in the uk,False,train
are mont st michel and st michael's mount related,True,train
is the cavern club in liverpool the original,False,train
is there any difference between sister chromatids and homologous pairs of chromosomes,True,train
is there a male and female mulberry tree,True,train
did man of war win the kentucky derby,False,train
will there be an 8th season of suits,True,train
are yellow jackets the same as meat bees,True,train
will there be a season 3 of odd squad,True,train
is there a new champions league trophy every year,False,train
is silicon valley season 5 the last season,False,train
has any nba player won mvp as a rookie,True,train
does lexi die in the plane crash on grey's anatomy,True,train
is there going to be another i am four movie,False,train
can a person have their heart on the right side,True,train
is xbox 360 and xbox one cross platform,True,train
does the 4 train stop at bowling green,True,train
is jurassic world set on the same island,True,train
are collard greens the same as mustard greens,False,train
does the arachnoid mater appear to be attached to the dura mater,True,train
is soccer overtime sudden death in world cup,False,train
is the pelvic bone the same as the hip bone,True,train
is it legal to marry your first cousin in england,True,train
is the orange part of a scallop edible,True,train
is the us a member of the international court of justice,True,train
is point symmetry a special type of rotational symmetry,True,train
cohesion tension theory of water transport in plants,True,train
does xbox one game work on xbox 360,False,train
does michael come back to the office in season 8,False,train
has a tornado ever hit new york city,True,train
is a taxpayer number the same as a tax id,True,train
is there a movie after 10 cloverfield lane,True,train
has anyone ever died in the la brea tar pits,False,train
do you have to be a citizen of the us to vote,True,train
is 1 joule of heat bigger than one calorie,False,train
have the vancouver canucks ever won the stanley cup,False,train
is deal or no deal coming back on tv,False,train
is fear the walking dead same as walking dead,False,train
is equilibrium potential the same as resting potential,False,train
do you have to be mormon to attend brigham young university,False,train
was mary watson in the sherlock holmes books,True,train
can i own a handgun at 20 in texas,True,train
can an arector pili muscle change the surface area of your skin,False,train
were there olive trees in the garden of gethsemane,True,train
can i cite wikipedia in a research paper,False,train
is it illegal to break out of jail in germany,False,train
does catherine die in beauty and the beast,True,train
has a female horse ever won the triple crown,False,train
do you need a residency to practice medicine,True,train
has anyone survived going over the niagara falls,True,train
are gopher snakes and bull snakes the same,False,train
is it illegal to smoke indoors in spain,True,train
is polka king based on a true story,True,train
do jd and elliot get married in scrubs,True,train
can you grow tea leaves in the us,True,train
does michigan have a stand your ground law,True,train
are they still making jane the virgin episodes,True,train
do luke and leia find out they are twins,True,train
has anyone ever received more than one medal of honor,True,train
was france a republic after the french revolution,True,train
is there a new season of haters back off,False,train
is there an end scene in advengers infinity war,True,train
can ear mites only be in one ear,False,train
do they still put the worm in tequila,False,train
the vampire diaries does damon and elena get together,True,train
is into the woods a musical all the way through,True,train
did simon cowell won sale of the century,False,train
is it ever legal to run a red light,True,train
was the real jim lovell in the movie apollo 13,True,train
will there be a 3rd series of 800 words,True,train
can you buy a gun with dishonorable discharge,False,train
did michael jordan play football in high school,True,train
is washington dc a part of a state,False,train
is the 100 season 5 the last season,False,train
can the product of two prime numbers be a prime number,False,train
did get rich or die trying go diamond,False,train
is petra jordan a wonder of the world,True,train
king of queens do doug and carrie get a divorce,False,train
is it possible to have dual citizenship in india,True,train
is the movie remember me a true story,False,train
is there going to be a star trek 3,True,train
will it be a season 8 of game of thrones,True,train
does the army train hand to hand combat,True,train
is the major in ghost in the shell 2,True,train
is there a jet stream in the southern hemisphere,True,train
is i 78 a toll road in pa,False,train
surfactant is released to reduce surface tension in the alveoli,True,train
does bonnie come back to life in season 5,True,train
are all the states made up of two houses,False,train
is coast guard a branch of the military,True,train
are the blue angels part of the military,True,train
is there going to be a season 5 of prison break,True,train
does a tin can and string really work,True,train
is puerto rico part of the united states territory,True,train
is there a nuclear power plant in arizona,True,train
is wells fargo associated with bank of america,False,train
can you go back to college after declaring for the nba draft,True,train
will wii motion plus controller work regular wii,True,train
has any baseball team had a perfect season,True,train
is jersey money legal tender in the uk,False,train
can a dna polymerase initiate new strand of nucleic acid independently,False,train
is northern ireland a separate country from southern ireland,True,train
is air force one any plane the president is on,True,train
can lipid soluble drugs cross blood brain barrier,True,train
is elton john's song daniel about his brother,False,train
is there a time change between alberta and saskatchewan,True,train
is there a such thing as a fast lane,True,train
does the south shore train stop at mccormick place,True,train
do you need a pistol permit to shoot at a range in ny,True,train
is china eastern airlines part of star alliance,False,train
can you legally own a crossbow in the uk,True,train
can there be rain and fog at the same time,True,train
do you have to pay for pre order games,True,train
originally presidential candidates were selected by party caucuses in congress,True,train
do i need a visa to go to iraq,True,train
did they ever find the crew of the andrea gail,False,train
do the new smash controllers work on gamecube,True,train
is scientific notation and standard form the same,True,train
are there mountains in the state of indiana,False,train
does the state of kentucky have the death penalty,True,train
is alaska almost as big as the united states,False,train
can you eat the middle of a blackberry,True,train
do you have to win by 2 games in tennis,True,train
was wizard of oz in color in 1939,True,train
is there a movie based on the book uglies,False,train
will there be a bad blood season 2,True,train
did lionel messi play in the 2014 fifa world cup final against germany,True,train
is it bad to bite the skin off your fingers,True,train
is cracker barrel cheese affiliated with the restaurant,False,train
does brian anderson still work for the brewers,True,train
can you drink in texas if you are with your parents,True,train
is safe haven based on a true story,False,train
are cherry blossom trees the same as cherry trees,False,train
do pam and jim break up in the office,False,train
does the president have the power to remove a congressional member,False,train
is the bahamas considered part of the us,False,train
can i refuse to give id to police,True,train
is the movie tombstone based on a real story,True,train
can a registered libertarian vote in the primary,True,train
did germany qualify for the 2018 world cup,True,train
the largest cargo air freighter in the world is made by boeing,True,train
is puerto rico in the miss america pageant,True,train
does the us navy still issue pea coats,True,train
in the film adrift did they all die,False,train
will the rams and chargers share a stadium,True,train
can you get a life sentence for drugs,True,train
is credit hours the same as semester hours,True,train
does a parallelogram have 2 pairs of parallel sides,True,train
will there be a cobrai kai season 2,True,train
has kansas city chiefs ever won a superbowl,True,train
is topanga in the city of los angeles,False,train
do they use salt on the roads in pennsylvania,True,train
are the adjacent sides of a parallelogram equal,True,train
res ipsa loquitur means the thing speaks for itself and is related to causation,True,train
in mississippi can you drink with your parents,True,train
does derek shepherd get fired in season 6,False,train
is there a cable between america and europe,True,train
is a m80 a quarter stick of dynamite,False,train
did south africa ever win the soccer world cup,False,train
is the house of representatives in the legislative branch,True,train
is there stump out in free hit ball,False,train
do christian and ana stay together in fifty shades freed,True,train
does the dog die in hunt for the wilderpeople,True,train
are there any more i am number four movies,False,train
is marvel ultimate alliance playable on xbox one,True,train
is nuclear waste and radioactive waste the same,True,train
do lungfish have bones in fins or feet,True,train
is a counter check the same as a cashier's check,False,train
is one eye always stronger than the other,False,train
is the president of the senate the vice president,True,train
can i go to canada with enhanced license,True,train
do peter parker and mary jane get married,True,train
is hong kong a part of the commonwealth,False,train
has anyone broken the sound barrier on land,True,train
is puerto rico part of the 50 states,False,train
are you required to sign up for the draft,True,train
is red lobster a part of darden restaurants,False,train
is it possible to have natural silver hair,True,train
are lays crisps the same company as walkers,True,train
does the word evangelism appear in the bible,False,train
do i need the chromecast app to cast,False,train
are the marines a division of the navy,True,train
did the dallas mavericks ever win the nba championship,True,train
are banks in scotland open on easter monday,False,train
is mississippi the longest river in the world,False,train
has belgium ever won a world cup final,True,train
was mara jade in return of the jedi,False,train
is it legal to drink in the street in edinburgh,True,train
is the electoral college written in the constitution,True,train
is there an in n out in canada,False,train
is there a town in alabama called bluebell,False,train
is high blood pressure considered a chronic illness,True,train
does the supreme court have the power to issue a writ of mandamus,True,train
are the rams and chargers going to share a stadium,True,train
is san marcos part of san diego county,True,train
does the bat boy travel with the team,False,train
is crater lake the deepest lake in the world,False,train
does a self portrait have to be of you,False,train
the kingdom of vijayanagar was found by two brothers,True,train
the speed limit on some interstate highways is roughly 135 km/h,False,train
is the base of an isosceles triangle always the longest side,False,train
can a foreigners have a baby in usa,True,train
is the force awakens the last star wars movie,False,train
shootout at lokhandwala is it a real story,True,train
when you call rummy do you pick up the whole pile,False,train
has fathers day always been on a sunday,False,train
is there going to be an are you the one season 7,True,train
did the usa soccer team qualify for the world cup,False,train
is square d and schneider electric the same company,True,train
are spark plugs and ignition coils the same,False,train
does laser hair removal has any side effects,True,train
can you tag up on an infield fly,True,train
is burj al arab the tallest hotel in the world,False,train
is the hippocampus part of the brain stem,False,train
is the blues brothers movie a true story,False,train
is truth or dare movie based on a true story,False,train
does ash ever find out emma is a mermaid,True,train
is barcelona on the south coast of spain,False,train
is cedar cove coming back for season 4,False,train
do you get to keep the french open trophy,False,train
is fifa world cup 2014 on xbox one,False,train
does the constitution guarantee the right to vote,True,train
does the expo line go to santa monica,True,train
is there a disorder for talking too much,True,train
is a video card and graphics card the same thing,True,train
did newt die in the death cure book,True,train
did danny johnson from southern university get drafted,False,train
the shawshank redemption was it a true story,False,train
do all neurons have the same action potential,False,train
is nitrous oxide still used in whipped cream,True,train
is tandoori masala the same as tikka masala,False,train
do oxymorons have to be next to each other,False,train
is percy in the ship of the dead,True,train
is hotel artemis based on a true story,False,train
is there an age limit to get married,False,train
is mr pibb the same as pibb xtra,True,train
is the show the sinner based on a book,True,train
are all the songs in the greatest showman original,True,train
is there such thing as a chicken hawk,True,train
does everyone in africa speak the same language,False,train
is there a train station in chipping norton,True,train
can a knight jump over an opponent's piece,True,train
were the abba songs written for mamma mia,False,train
was the civil rights act of 1957 effective,False,train
is there a 6th season of a place to call home,True,train
will there be a 5th series of rake,True,train
did the phantom of the opera movie win any awards,True,train
is a braid and a plait the same thing,True,train
is camomile tea and chamomile tea the same,True,train
is tom and jerry made by walt disney,False,train
do cows have to be impregnated to produce milk,True,train
do i need a visa for turkey from netherlands,True,train
are gun shows required to do background checks,False,train
is st maarten and st martin the same place,True,train
do you have to sing live at eurovision,True,train
is there a train station at southend airport,True,train
is thanksgiving the last thursday of november every year,False,train
is the back to the future set still at universal studios,True,train
is zakynthos (zante) a greek island,True,train
is army corps of engineers part of army,True,train
are mayflies and fish flies the same thing,True,train
can lorazepam be used as a muscle relaxer,True,train
does robin hood die in once upon a time,True,train
can you take a boat from chicago to the ocean,True,train
state laws do not have to be approved by the federal government before they become effective,False,train
was the battle of fort sumter the first battle,True,train
have nigeria ever won the fifa world cup,False,train
is copper ii sulfate pentahydrate soluble in water,True,train
does shuri become black panther in the comics,True,train
did one of the weasley twins die in real life,False,train
was kentucky part of the union in the civil war,False,train
is lake isle of innisfree a real place,True,train
is the charge of the light brigade a ballad,False,train
do cows only produce milk when they have babies,True,train
is there a train station in tallahassee fl,True,train
does cast iron work on induction stove top,True,train
is arequipe the same as dulce de leche,True,train
do all french bulldogs need a c section,False,train
can a judge overturn a jury verdict in a criminal case,False,train
is all of australia on the same time zone,False,train
do you have to snap the football between your legs,False,train
can i use triamcinolone acetonide cream for poison ivy,True,train
will there be a seaon 8 of suits,True,train
can i buy a barrett 50 cal in california,False,train
did the milwaukee brewers ever won a world series,False,train
is ireland playing in the 2018 world cup,True,train
is madden girl and steve madden the same,False,train
can a us citizen become a citizen of denmark,True,train
does the state of illinois have the death penalty,False,train
can a tight hat give you a headache,True,train
do you get to keep the triple crown trophy,True,train
are g major and e minor the same,False,train
is there a end credit scene in avengers infity war,True,train
are all marvel movies in the same universe,True,train
are the oscars the same as the academy awards,True,train
historical cost is always a relevant measure of an asset,True,train
did breakfast at tiffany's win any awards,True,train
are lloyds bank and lloyds tsb the same,True,train
is puerto rico legally part of the united states,True,train
is chitty chitty bang bang just a story,True,train
is lesotho the only country within a country,False,train
is there a difference between xmas and christmas,False,train
the area under the entire probability density function equals 1,True,train
do other countries have their own sign language,True,train
is the palace of auburn hills still standing,True,train
is stone mountain owned by the state of georgia,True,train
do you need a permit to buy a crossbow,False,train
is one world trade center built on ground zero,True,train
is an alsation the same as a german shepherd,True,train
does the umbilical artery carry oxygenated blood to the conceptus,False,train
can you throw the ball forward in rugby,False,train
is bar council of india a body corporate,False,train
did jamie live in a walk to remember,False,train
did roseanne's husband die in the original series,True,train
is the anglican church the same as the church of england,True,train
do the english put cream in their tea,True,train
does the end result for the internal rate of return (irr) change if the cost of capital changes,False,train
is an ip address unique to a device,True,train
do you need a bridge in a song,False,train
are pork rinds and pork skins the same thing,True,train
a valediction forbidding mourning is the speaker about to die,False,train
has the us post office ever been in debt,True,train
a cappella indicates a choral work performed with accompaniment,False,train
are the songs in mamma mia 2 from abba,True,train
are there victoria's secret stores in europe,True,train
is there gonna be a daredevil season 3,True,train
do you have to kick the ball forward at kick off,False,train
can floor area be bigger than lot area,False,train
is washington dc considered part of the united states,True,train
most television shows that reach 50 episodes minimum go into syndication and go into re-runs,False,train
can you use gamecube controller for wii games,True,train
is mother's day always the second sunday of may,True,train
can you use guernsey money in the uk,True,train
do you get conjugal visits in prison uk,False,train
is a walk in closet considered a room,True,train
are isle of man pounds legal tender in england,False,train
do grocery stores in oregon sell hard liquor,False,train
is the fox part of the dog family,True,train
will there be a 7th season of parenthood,False,train
does all canon lenses fit all canon cameras,False,train
is the bates motel filmed at universal studios,True,train
is it possible for the uk to have a tsunami,True,train
does debra morgan fall in love with dexter,True,train
is a credit hour the same as a semester hour,True,train
can a player play in uefa competition for more than one club in the same season,False,train
are there any public hospitals in the us,True,train
can a car go the speed of sound,True,train
is the actor that plays kevin on young and restless leaving the show,False,train
did india ever qualified for fifa world cup,True,train
an above the line deduction refers to a deduction for agi,True,train
has a 16 seed ever won a ncaa tournament game,True,train
are white tigers and bengal tigers the same,True,train
did england qualify for the world cup 2010,True,train
is the lead singer of blur in the gorillaz,True,train
is a non metal used in the vulcanisation of rubber,False,train
can the president of the united states declare war on his own,False,train
can you really make a citizen's arrest,True,train
is scott and sid based on a true story,True,train
is bourbon street in the french quarter in new orleans,True,train
is not being able to spell a form of dyslexia,True,train
did dr stevens die on grey's anatomy,False,train
is there a new series of lethal weapon,True,train
is a swift code the same as a bsb number,False,train
are scottish hydro and sse the same company,True,train
is a certified abstract of birth a birth certificate,True,train
is leeds the 3rd largest city in england,False,train
is ao no exorcist season 2 a sequel,True,train
is iso and film speed the same thing,False,train
did manny from ice age have a family,True,train
can a senior in high school play junior varsity,True,train
does anyone die in season 8 of grey's anatomy,True,train
is t-mobile owned by another company,True,train
is point guard and shooting guard the same thing,False,train
is old fashion oats the same as rolled oats,False,train
do you always have to dial an area code,False,train
does the colorado river make it to the ocean,False,train
does every team get a player in the all star game,True,train
is garden of the gods a state park,False,train
is there such thing as a black card,True,train
does it snow in north carolina in december,True,train
could two molecules contain the same sets of atoms but have different properties,True,train
has wayne rooney ever won the champions league,True,train
do you have to be a citizen to vote in the us,True,train
was the african queen filmed in dalyan turkey,False,train
is the pentagon the largest office building in the world,True,train
was this is me written for the greatest showman,True,train
is there going to be a season 3 of free iwatobi swim club,True,train
as part of the agricultural adjustment act farmers were paid subsidies,True,train
citizen kane did not do well at the box office although it was praised by critics,True,train
did the person who played mark sloan die in real life,False,train
does chuck die in gossip girl season 5,False,train
can you drink alcohol in public in texas,False,train
did sam make it home on quantum leap,False,train
are there any states that allow smoking in restaurants,True,train
are holland america and carnival owned by the same company,True,train
do i need a tourist visa for taiwan,False,train
is a panda a member of the bear family,True,train
does a bee always die after it stings,False,train
is the colorado river in texas the same as in colorado,False,train
does the opening of game of thrones change,True,train
does alex ever come back to law and order,True,train
is there a second snow white and the huntsman,True,train
does google duo have end to end encryption,True,train
are pistol grip shotguns legal in new york,False,train
is there going to be a carrie 2,True,train
will there be a fifth season of mom,True,train
do they still hold the world's fair,True,train
does the samsung galaxy note 5 have a fingerprint scanner,True,train
can you move a pawn backwards in chess,False,train
is 9 a lucky number in chinese culture,True,train
are all xbox 360 controllers compatible with pc,True,train
is there a bridge between ireland and scotland,False,train
jesuits are recognized as order to the pope,True,train
is what does the fox say about furries,False,train
do you need to pull over for emergency vehicles,True,train
can i ask for cashback with a credit card,False,train
was maude a spin off of all in the family,True,train
is there such a thing as salt poisoning,True,train
is all dlc included in skyrim special edition,True,train
is t-mobile the same as at&t,False,train
will there be a season 5 of shield,True,train
is diners drive ins and dives still in production,True,train
is 38 special and 38 s&w the same,False,train
is it legal to carry a pocket knife in england,True,train
is a drag link the same as a tie rod,False,train
did jed lowrie play for the red sox,True,train
is 16 september a public holiday in malaysia,True,train
is pound sterling the same as british pound,True,train
are there any damart shops in the uk,True,train
is radius of curvature same as centre of curvature,False,train
is ayia napa in the greek part of cyprus,True,train
is homeland security part of the executive branch,True,train
was there ever a killer whale at dudley zoo,True,train
was employee of the month filmed at costco,True,train
did all the soldiers survive in 12 strong,True,train
are voltage-gated sodium channels always open,False,train
can you get a second queen in chess,True,train
is there a new star trek series coming,True,train
does the nile flow into the mediterranean sea,True,train
does the associative property allow you to change the order in which you complete two operations,False,train
is there a month with two full moons,True,train
is jersey and guernsey part of the uk,False,train
is evaporated filled milk the same as evaporated milk,False,train
is there an operating room on air force one,True,train
is 5 fold the same as 5 times,True,train
is the positive terminal of a battery the anode,True,train
are us and canadian passports the same size,False,train
is 38 s&w special the same as 38 special,True,train
is harry potter and the philosopher's stone the first book,True,train
was there a degrassi before degrassi the next generation,True,train
does the toyota rav4 have all wheel drive,True,train
are there water rides at knott's berry farm,True,train
nfl rules can the ground cause an incomplete pass,False,train
is jigsaw a part of the saw series,True,train
does a catcher get an assist on a strikeout,False,train
are thrift shops the same as charity shops,True,train
was imitation of life based on a true story,False,train
does phoebe from friends actually have a twin,True,train
is it's a wonderful life public domain,False,train
did hurricane ike create a recorded storm surge,True,train
is the f-35 a fifth generation fighter,True,train
does the tour de france take the same route every year,False,train
can we use nuclear power to propel spaceships,True,train
is 2 cycle and 2 stroke the same thing,True,train
is the head gasket part of the motor,True,train
can a us citizen have a royal title,False,train
does ohio have a stand your ground law,True,train
can you play doki doki literature club on ps4,False,train
is northern ireland part of the united kingdom,True,train
is there a follow up movie to the golden compass,False,train
was there a cure for syphilis in 1827,False,train
is the bourne series based on a true story,False,train
does oxidation always result in the initiation of a fire,False,train
is there a movie called category 7 end of the world,False,train
is there a 500 dollar bill in us currency,False,train
can you put a mini itx motherboard in an atx case,True,train
has an nfl team ever played a super bowl in their home stadium,False,train
is jimmy anderson the best bowler in the world,True,train
is semi pro based on a true story,False,train
can a lack of sleep cause a seizure,True,train
can the atmosphere be considered a natural resource,True,train
is a red stag bigger than an elk,False,train
is it summer or winter in brazil right now,True,train
has the canadian dollar ever been higher than the us dollar,True,train
was drought an important cause of the recent famine in south sudan,True,train
is there a sequel to simon vs the homosapiens agenda,True,train
does nba have one and one free throws,False,train
are there any sharks in the mississippi river,True,train
does minnesota have the stand your ground law,False,train
is one day in the life of ivan denisovich fiction,True,train
did greece qualify for the world cup 2018,False,train
can you play lego rock band without instruments,False,train
is pak choy and bok choy the same,True,train
is there a second season of looming tower,False,train
is season 8 the last of the vampire diaries,True,train
is magenta from blue's clues a girl,True,train
can a person have more than 4 wisdom teeth,True,train
does monterey bay aquarium have a great white shark,False,train
does the us have embassies for other countries,True,train
are the hilton hotels owned by the hiltons,False,train
can a woman give birth at 50 years,True,train
has the usa ever won the fifa world cup,False,train
is season 13 of grey's anatomy the last,False,train
is egypt considered part of the middle east,True,train
is us news and world report a newspaper,False,train
does golden goal apply in the world cup,False,train
is it possible to drive from alaska to chile,True,train
does a square matrix always have an inverse,False,train
is the uk the only country with a monarchy,False,train
was san antonio ever the capital of texas,False,train
do you have to be born in the us to become president,True,train
does new zealand have a bill of rights,True,train
is the way by ariana grande a cover,False,train
is it illegal to sign the american flag,False,train
is the wind through the keyhole part of a series,True,train
is it legal to busk in the us,True,train
is the statue of liberty on new jersey,False,train
was italy a member of the league of nations,True,train
do the miami dolphins still have a dolphin,False,train
does a dairy cow need to be pregnant to produce milk,False,train
did the mets play at the polo grounds,True,train
can you spend euros in the isle of man,True,train
does a trust have to have a trustee,True,train
is there a water park at alton towers,True,train
does canada have a right to free speech,True,train
does tequila have a worm in the bottle,False,train
can you play xbox 360 games on an xbox one console,True,train
the persian empire attacked greece by both land and sea,True,train
is a the window seat on a plane,True,train
is there such a thing as a ground squirrel,True,train
is the current movie a star is born a remake,True,train
is the fuller brush company still in business,True,train
is season eight the last season of game of thrones,True,train
does teresa die in the death cure book,True,train
are all boston terriers born by c section,False,train
is there a fifty shades of grey part 2,True,train
do you still get paid while on strike,True,train
did they take wrestling out of the olympics,False,train
is distance measured using the same system all over the world,False,train
